"NetHack 3.7.0 (f58b7a8,2025/07/17)",namem,namef,namen,symbol,Difficulty Lvl,Move Rate,Armor Class,Magic Resist,Alignment,generation flags,Attack 1,Attack 2,Attack 3,Attack 4,Attack 5,Attack 6,Weight,Nutrition,Sound,Size,Resistance,Resist Conveyed,Flags 1,Flags 2,Flags 3,color,Comment,c2,c3,diff,diff2,exp,conveyed_prob
,,,Master of Thieves,S_HUMAN,20,15,0,90,-20,G_NOGEN|G_UNIQ|0,"ATTK(AT_WEAP,AD_PHYS,4,10)","ATTK(AT_WEAP,AD_PHYS,2,6)","ATTK(AT_CLAW,AD_SAMU,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_LEADER,MZ_MEDIUM,MR_STONE,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_HUMAN|M2_MALE|M2_PEACEFUL|M2_STRONG|M2_GREEDY|M2_JEWELS|M2_COLLECT|M2_MAGIC,M3_CLOSE|M3_INFRAVISIBLE,5,-,HUMAN=100|-,-,24,24,511,
,,,Lord Sato,S_HUMAN,20,15,0,90,20,G_NOGEN|G_UNIQ|0,"ATTK(AT_WEAP,AD_PHYS,4,10)","ATTK(AT_WEAP,AD_PHYS,4,10)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_LEADER,MZ_MEDIUM,,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_HUMAN|M2_MALE|M2_PNAME|M2_PEACEFUL|M2_STRONG|M2_COLLECT|M2_MAGIC,M3_CLOSE|M3_INFRAVISIBLE,5,-,HUMAN=100|-,-,24,23,511,
,,,Twoflower,S_HUMAN,20,15,10,90,0,G_NOGEN|G_UNIQ|0,"ATTK(AT_WEAP,AD_PHYS,4,10)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_LEADER,MZ_MEDIUM,,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_HUMAN|M2_MALE|M2_PNAME|M2_PEACEFUL|M2_STRONG|M2_COLLECT|M2_MAGIC,M3_CLOSE|M3_INFRAVISIBLE,15,-,HUMAN=100|-,-,22,22,479,
,,,Norn,S_HUMAN,20,15,0,90,0,G_NOGEN|G_UNIQ|0,"ATTK(AT_WEAP,AD_PHYS,4,10)","ATTK(AT_WEAP,AD_PHYS,4,10)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1800,550,MS_LEADER,MZ_HUGE,MR_COLD,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_HUMAN|M2_FEMALE|M2_PEACEFUL|M2_STRONG|M2_COLLECT|M2_MAGIC,M3_CLOSE|M3_INFRAVISIBLE,5,-,HUMAN=100|-,-,24,23,511,
,,,Neferet the Green,S_HUMAN,20,15,0,90,0,G_NOGEN|G_UNIQ|0,"ATTK(AT_WEAP,AD_PHYS,4,10)","ATTK(AT_MAGC,AD_SPEL,2,8)","ATTK(AT_MAGC,AD_SPEL,2,8)",NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_LEADER,MZ_MEDIUM,,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_HUMAN|M2_FEMALE|M2_PNAME|M2_PEACEFUL|M2_STRONG|M2_COLLECT|M2_MAGIC,M3_CLOSE|M3_INFRAVISIBLE,2,PW=66;22;1|-,HUMAN=100|-,-,25,25,546,
,,,Minion of Huhetotl,S_DEMON,16,12,-2,75,-14,G_NOCORPSE|G_NOGEN|G_UNIQ|0,"ATTK(AT_WEAP,AD_PHYS,8,4)","ATTK(AT_WEAP,AD_PHYS,4,6)","ATTK(AT_MAGC,AD_SPEL,0,0)","ATTK(AT_CLAW,AD_SAMU,2,6)",NO_ATTK,NO_ATTK,1450,400,MS_NEMESIS,MZ_LARGE,MR_FIRE|MR_POISON|MR_STONE,,M1_FLY|M1_SEE_INVIS|M1_POIS,M2_NOPOLY|M2_DEMON|M2_HOSTILE|M2_STALK|M2_NASTY|M2_STRONG|M2_COLLECT,M3_WANTSARTI|M3_WAITFORU|M3_INFRAVISION|M3_INFRAVISIBLE,9,PW=66;22;1|-,POISON=100|-,-,23,23,521,
,,,Thoth Amon,S_HUMAN,16,12,0,10,-14,G_NOCORPSE|G_NOGEN|G_UNIQ|0,"ATTK(AT_WEAP,AD_PHYS,1,6)","ATTK(AT_MAGC,AD_SPEL,0,0)","ATTK(AT_MAGC,AD_SPEL,0,0)","ATTK(AT_CLAW,AD_SAMU,1,4)",NO_ATTK,NO_ATTK,1450,400,MS_NEMESIS,MZ_MEDIUM,MR_POISON|MR_STONE,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_HUMAN|M2_MALE|M2_PNAME|M2_HOSTILE|M2_STALK|M2_NASTY|M2_STRONG|M2_COLLECT|M2_MAGIC,M3_WANTSARTI|M3_WAITFORU|M3_INFRAVISIBLE,5,PW=66;22;1|-,HUMAN=100|-,-,22,22,499,
,,,Chromatic Dragon,S_DRAGON,16,12,0,30,-14,G_NOGEN|G_UNIQ|0,"ATTK(AT_BREA,AD_RBRE,6,6)","ATTK(AT_MAGC,AD_SPEL,0,0)","ATTK(AT_CLAW,AD_SAMU,2,8)","ATTK(AT_BITE,AD_PHYS,4,8)","ATTK(AT_BITE,AD_PHYS,4,8)","ATTK(AT_STNG,AD_PHYS,1,6)",4500,1700,MS_NEMESIS,MZ_GIGANTIC,MR_FIRE|MR_COLD|MR_SLEEP|MR_DISINT|MR_ELEC|MR_POISON|MR_ACID|MR_STONE,MR_FIRE|MR_COLD|MR_SLEEP|MR_DISINT|MR_ELEC|MR_POISON|MR_ACID|MR_STONE,M1_NOHANDS|M1_THICK_HIDE|M1_SEE_INVIS|M1_POIS|M1_CARNIVORE,M2_NOPOLY|M2_FEMALE|M2_HOSTILE|M2_STALK|M2_NASTY|M2_STRONG|M2_GREEDY|M2_JEWELS|M2_MAGIC,M3_WANTSARTI|M3_WAITFORU|M3_INFRAVISION|M3_INFRAVISIBLE,5,PW=66;22;1|-,POISON=100|-,-,23,23,538,MR_FIRE=100|MR_COLD=100|MR_SLEEP=100|MR_DISINT=100|MR_ELEC=100|MR_POISON=100|MR_ACID=100|MR_STONE=100
,,,Cyclops,S_GIANT,18,12,0,0,-15,G_NOGEN|G_UNIQ|0,"ATTK(AT_WEAP,AD_PHYS,4,8)","ATTK(AT_WEAP,AD_PHYS,4,8)","ATTK(AT_CLAW,AD_SAMU,2,6)",NO_ATTK,NO_ATTK,NO_ATTK,1900,700,MS_NEMESIS,MZ_HUGE,MR_STONE,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_GIANT|M2_MALE|M2_HOSTILE|M2_STALK|M2_NASTY|M2_STRONG|M2_ROCKTHROW|M2_JEWELS|M2_COLLECT,M3_WANTSARTI|M3_WAITFORU|M3_INFRAVISION|M3_INFRAVISIBLE,7,-,-,-,23,22,572,
,,,Ixoth,S_DRAGON,15,12,-1,20,-14,G_NOGEN|G_UNIQ|0,"ATTK(AT_BREA,AD_FIRE,8,6)","ATTK(AT_BITE,AD_PHYS,4,8)","ATTK(AT_MAGC,AD_SPEL,0,0)","ATTK(AT_CLAW,AD_PHYS,2,4)","ATTK(AT_CLAW,AD_SAMU,2,4)",NO_ATTK,4500,1600,MS_NEMESIS,MZ_GIGANTIC,MR_FIRE|MR_STONE,MR_FIRE,M1_FLY|M1_NOHANDS|M1_THICK_HIDE|M1_SEE_INVIS|M1_CARNIVORE,M2_NOPOLY|M2_MALE|M2_PNAME|M2_HOSTILE|M2_STALK|M2_NASTY|M2_STRONG|M2_GREEDY|M2_JEWELS|M2_MAGIC,M3_WANTSARTI|M3_WAITFORU|M3_INFRAVISIBLE,1,PW=66;22;1|-,-,-,22,22,500,MR_FIRE=100
,,,Master Kaen,S_HUMAN,25,12,-10,10,-20,G_NOGEN|G_UNIQ|0,"ATTK(AT_CLAW,AD_PHYS,16,2)","ATTK(AT_CLAW,AD_PHYS,16,2)","ATTK(AT_MAGC,AD_CLRC,0,0)","ATTK(AT_CLAW,AD_SAMU,1,4)",NO_ATTK,NO_ATTK,1450,400,MS_NEMESIS,MZ_MEDIUM,MR_POISON|MR_STONE,MR_POISON,M1_HUMANOID|M1_SEE_INVIS|M1_HERBIVORE,M2_NOPOLY|M2_HUMAN|M2_MALE|M2_PNAME|M2_HOSTILE|M2_STALK|M2_NASTY|M2_STRONG|M2_COLLECT|M2_MAGIC,M3_WANTSARTI|M3_WAITFORU|M3_INFRAVISIBLE,5,PW=66;22;1|-,HUMAN=100|-,-,31,31,995,MR_POISON=100
,,,Nalzok,S_DEMON,16,12,-2,85,-127,G_NOCORPSE|G_NOGEN|G_UNIQ|0,"ATTK(AT_WEAP,AD_PHYS,8,4)","ATTK(AT_WEAP,AD_PHYS,4,6)","ATTK(AT_MAGC,AD_SPEL,0,0)","ATTK(AT_CLAW,AD_SAMU,2,6)",NO_ATTK,NO_ATTK,1450,400,MS_NEMESIS,MZ_LARGE,MR_FIRE|MR_POISON|MR_STONE,,M1_FLY|M1_SEE_INVIS|M1_POIS,M2_NOPOLY|M2_DEMON|M2_MALE|M2_PNAME|M2_HOSTILE|M2_STALK|M2_NASTY|M2_STRONG|M2_COLLECT,M3_WANTSARTI|M3_WAITFORU|M3_INFRAVISION|M3_INFRAVISIBLE,9,PW=66;22;1|-,POISON=100|-,-,23,23,521,
,,,Scorpius,S_SPIDER,15,12,10,0,-15,G_NOGEN|G_UNIQ|0,"ATTK(AT_CLAW,AD_PHYS,2,6)","ATTK(AT_CLAW,AD_SAMU,2,6)","ATTK(AT_STNG,AD_DISE,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,750,350,MS_NEMESIS,MZ_MEDIUM,MR_POISON|MR_STONE,MR_POISON,M1_NOHANDS|M1_ANIMAL|M1_OVIPAROUS|M1_POIS|M1_CARNIVORE,M2_NOPOLY|M2_MALE|M2_PNAME|M2_HOSTILE|M2_STALK|M2_NASTY|M2_STRONG|M2_COLLECT|M2_MAGIC,M3_WANTSARTI|M3_WAITFORU,5,-,POISON=100|-,-,17,17,414,MR_POISON=100
,,,Master Assassin,S_HUMAN,15,12,0,30,18,G_NOGEN|G_UNIQ|0,"ATTK(AT_WEAP,AD_DRST,2,6)","ATTK(AT_WEAP,AD_PHYS,2,8)","ATTK(AT_CLAW,AD_SAMU,2,6)",NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_NEMESIS,MZ_MEDIUM,MR_STONE,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_HUMAN|M2_MALE|M2_HOSTILE|M2_STALK|M2_NASTY|M2_STRONG|M2_COLLECT|M2_MAGIC,M3_WANTSARTI|M3_WAITFORU|M3_INFRAVISIBLE,5,-,HUMAN=100|-,-,20,19,443,
,,,Ashikaga Takauji,S_HUMAN,15,12,0,40,-13,G_NOCORPSE|G_NOGEN|G_UNIQ|0,"ATTK(AT_WEAP,AD_PHYS,2,6)","ATTK(AT_WEAP,AD_PHYS,2,6)","ATTK(AT_CLAW,AD_SAMU,2,6)",NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_NEMESIS,MZ_MEDIUM,MR_STONE,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_HUMAN|M2_MALE|M2_PNAME|M2_HOSTILE|M2_STALK|M2_NASTY|M2_STRONG|M2_COLLECT|M2_MAGIC,M3_WANTSARTI|M3_WAITFORU|M3_INFRAVISIBLE,5,-,HUMAN=100|-,-,19,18,413,
,,,Lord Surtur,S_GIANT,15,12,2,50,12,G_NOGEN|G_UNIQ|0,"ATTK(AT_WEAP,AD_PHYS,2,10)","ATTK(AT_WEAP,AD_PHYS,2,10)","ATTK(AT_CLAW,AD_SAMU,2,6)",NO_ATTK,NO_ATTK,NO_ATTK,2250,850,MS_NEMESIS,MZ_HUGE,MR_FIRE|MR_STONE,MR_FIRE,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_GIANT|M2_MALE|M2_PNAME|M2_HOSTILE|M2_STALK|M2_NASTY|M2_STRONG|M2_ROCKTHROW|M2_JEWELS|M2_COLLECT,M3_WANTSARTI|M3_WAITFORU|M3_INFRAVISION|M3_INFRAVISIBLE,5,-,-,-,19,18,411,MR_FIRE=100
,,,Dark One,S_HUMAN,15,12,0,80,-10,G_NOCORPSE|G_NOGEN|G_UNIQ|0,"ATTK(AT_WEAP,AD_PHYS,1,6)","ATTK(AT_WEAP,AD_PHYS,1,6)","ATTK(AT_CLAW,AD_SAMU,1,4)","ATTK(AT_MAGC,AD_SPEL,0,0)",NO_ATTK,NO_ATTK,1450,400,MS_NEMESIS,MZ_MEDIUM,MR_STONE,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_HUMAN|M2_HOSTILE|M2_STALK|M2_NASTY|M2_STRONG|M2_COLLECT|M2_MAGIC,M3_WANTSARTI|M3_WAITFORU|M3_INFRAVISIBLE,0,PW=66;22;1|-,HUMAN=100|-,-,20,20,438,
,,,student,S_HUMAN,5,12,10,10,3,G_NOGEN|0,"ATTK(AT_WEAP,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_GUARDIAN,MZ_MEDIUM,,,M1_TUNNEL|M1_NEEDPICK|M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_HUMAN|M2_PEACEFUL|M2_STRONG|M2_COLLECT,M3_INFRAVISIBLE,15,-,HUMAN=100|-,-,7,6,31,
,,,chieftain,S_HUMAN,5,12,10,10,0,G_NOGEN|0,"ATTK(AT_WEAP,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_GUARDIAN,MZ_MEDIUM,MR_POISON,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_HUMAN|M2_PEACEFUL|M2_STRONG|M2_COLLECT,M3_INFRAVISIBLE,15,-,HUMAN=100|-,-,7,6,31,
,,,neanderthal,S_HUMAN,5,12,10,10,1,G_NOGEN|0,"ATTK(AT_WEAP,AD_PHYS,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_GUARDIAN,MZ_MEDIUM,,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_HUMAN|M2_PEACEFUL|M2_STRONG|M2_COLLECT,M3_INFRAVISIBLE,15,-,HUMAN=100|-,-,7,6,31,
,,,attendant,S_HUMAN,5,12,10,10,0,G_NOGEN|0,"ATTK(AT_WEAP,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_GUARDIAN,MZ_MEDIUM,MR_POISON,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_HUMAN|M2_PEACEFUL|M2_STRONG|M2_COLLECT,M3_INFRAVISIBLE,15,-,HUMAN=100|-,-,7,6,31,
,,,page,S_HUMAN,5,12,10,10,3,G_NOGEN|0,"ATTK(AT_WEAP,AD_PHYS,1,6)","ATTK(AT_WEAP,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_GUARDIAN,MZ_MEDIUM,,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_HUMAN|M2_PEACEFUL|M2_STRONG|M2_COLLECT,M3_INFRAVISIBLE,15,-,HUMAN=100|-,-,7,7,36,
,,,abbot,S_HUMAN,5,12,10,20,0,G_NOGEN|0,"ATTK(AT_CLAW,AD_PHYS,8,2)","ATTK(AT_KICK,AD_STUN,3,2)","ATTK(AT_MAGC,AD_CLRC,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_GUARDIAN,MZ_MEDIUM,,,M1_HUMANOID|M1_HERBIVORE,M2_NOPOLY|M2_HUMAN|M2_PEACEFUL|M2_STRONG|M2_COLLECT,M3_INFRAVISIBLE,15,PW=66;22;1|-,HALLU=100|HUMAN=100|-,-,8,8,46,
,,,acolyte,S_HUMAN,5,12,10,20,0,G_NOGEN|0,"ATTK(AT_WEAP,AD_PHYS,1,6)","ATTK(AT_MAGC,AD_CLRC,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_GUARDIAN,MZ_MEDIUM,,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_HUMAN|M2_PEACEFUL|M2_STRONG|M2_COLLECT,M3_INFRAVISIBLE,15,PW=66;22;1|-,HUMAN=100|-,-,8,8,46,
,,,hunter,S_HUMAN,5,12,10,10,-7,G_NOGEN|0,"ATTK(AT_WEAP,AD_PHYS,1,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_GUARDIAN,MZ_MEDIUM,,,M1_HUMANOID|M1_SEE_INVIS|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_HUMAN|M2_PEACEFUL|M2_STRONG|M2_COLLECT,M3_INFRAVISION|M3_INFRAVISIBLE,15,-,HUMAN=100|-,-,7,6,31,
,,,thug,S_HUMAN,5,12,10,10,-3,G_NOGEN|0,"ATTK(AT_WEAP,AD_PHYS,1,6)","ATTK(AT_WEAP,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_GUARDIAN,MZ_MEDIUM,,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_HUMAN|M2_PEACEFUL|M2_STRONG|M2_GREEDY|M2_COLLECT,M3_INFRAVISIBLE,15,-,HUMAN=100|-,-,7,7,36,
,,,ninja,S_HUMAN,5,12,10,10,3,G_NOGEN|0,"ATTK(AT_WEAP,AD_PHYS,1,8)","ATTK(AT_WEAP,AD_PHYS,1,8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_HUMANOID,MZ_MEDIUM,,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_HUMAN|M2_HOSTILE|M2_STRONG|M2_COLLECT,M3_INFRAVISIBLE,15,-,HUMAN=100|-,-,7,7,36,
,,,roshi,S_HUMAN,5,12,10,10,3,G_NOGEN|0,"ATTK(AT_WEAP,AD_PHYS,1,8)","ATTK(AT_WEAP,AD_PHYS,1,8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_GUARDIAN,MZ_MEDIUM,,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_HUMAN|M2_PEACEFUL|M2_STRONG|M2_COLLECT,M3_INFRAVISIBLE,15,-,HUMAN=100|-,-,7,7,36,
,,,guide,S_HUMAN,5,12,10,20,0,G_NOGEN|0,"ATTK(AT_WEAP,AD_PHYS,1,6)","ATTK(AT_MAGC,AD_SPEL,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_GUARDIAN,MZ_MEDIUM,,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_HUMAN|M2_PEACEFUL|M2_STRONG|M2_COLLECT|M2_MAGIC,M3_INFRAVISIBLE,15,PW=66;22;1|-,HUMAN=100|-,-,8,8,46,
,,,warrior,S_HUMAN,5,12,10,10,1,G_NOGEN|0,"ATTK(AT_WEAP,AD_PHYS,1,8)","ATTK(AT_WEAP,AD_PHYS,1,8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_GUARDIAN,MZ_MEDIUM,,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_HUMAN|M2_FEMALE|M2_PEACEFUL|M2_STRONG|M2_COLLECT,M3_INFRAVISIBLE,15,-,HUMAN=100|-,-,7,7,36,
,,,apprentice,S_HUMAN,5,12,10,30,0,G_NOGEN|0,"ATTK(AT_WEAP,AD_PHYS,1,6)","ATTK(AT_MAGC,AD_SPEL,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_GUARDIAN,MZ_MEDIUM,,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_HUMAN|M2_PEACEFUL|M2_STRONG|M2_COLLECT|M2_MAGIC,M3_INFRAVISIBLE,15,PW=66;22;1|-,HUMAN=100|-,-,8,8,46,
