index,namem,namef,namen,symbol,Difficulty Lvl,Move Rate,Armor Class,Magic Resist,Alignment,generation flags,Attack 1,Attack 2,Attack 3,Attack 4,Attack 5,Attack 6,Weight,Nutrition,Sound,Size,Resistance,Resist Conveyed,Flags 1,Flags 2,Flags 3,color,Comment,c2,c3,diff,diff2,exp,conveyed_prob,Flags 4,MH
,,,lizard,S_LIZARD,5,6,6,10,0,G_GENO|5,"ATTK(AT_BITE,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,10,40,MS_HISS,MZ_TINY,MR_STONE,MR_STONE,M1_NOHANDS|M1_ANIMAL|M1_CARNIVORE,M2_DRUID_FORM_A|M2_HOSTILE,,2,UNCONF=100|UNSTONE=100|-,-,-,6,6,26,MR_STONE=+5,,,
,,,tortle shaman,S_LIZARD,5,8,0,20,5,G_GENO|G_NOHELL|0,"ATTK(AT_WEAP,AD_PHYS,1,4)","ATTK(AT_MAGC,AD_CLRC,0,0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1600,400,MS_HUMANOID,MZ_LARGE,,,M1_SWIM|M1_AMPHIBIOUS|M1_HUMANOID|M1_THICK_HIDE|M1_CARNIVORE|M1_HERBIVORE,M2_STRONG|M2_COLLECT|M2_MAGIC,M3_INFRAVISIBLE,12,-,TORTLE=100|-,-,6,8,53,Telepathy=!100,M4_VULNERABLE_COLD,MH_TORTLE,
,,,chameleon,S_LIZARD,6,5,6,10,0,G_GENO|2,"ATTK(AT_BITE,AD_PHYS,4,2)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,100,100,MS_SILENT,MZ_SMALL,,,M1_NOHANDS|M1_ANIMAL|M1_CARNIVORE,M2_NOPOLY|M2_GIANT|M2_HOSTILE,,3,POLYSELF=100|-,-,-,7,7,37,,,,
,,,crocodile,S_LIZARD,6,9,5,0,0,G_GENO|1,"ATTK(AT_BITE,AD_PHYS,4,2)","ATTK(AT_CLAW,AD_PHYS,1,12)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_HISS,MZ_LARGE,,,M1_SWIM|M1_AMPHIBIOUS|M1_NOHANDS|M1_ANIMAL|M1_THICK_HIDE|M1_OVIPAROUS|M1_CARNIVORE,M2_HOSTILE|M2_STRONG,,3,-,-,-,7,7,37,,,,
,,,giant turtle,S_LIZARD,7,2,-8,10,0,G_GENO|G_NOHELL|1,"ATTK(AT_BITE,AD_PHYS,4,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,4000,1200,MS_HISS,MZ_HUGE,MR_STONE,MR_STONE,M1_SWIM|M1_AMPHIBIOUS|M1_NOHANDS|M1_ANIMAL|M1_THICK_HIDE|M1_HERBIVORE,M2_HOSTILE|M2_STRONG,,10,-,-,-,8,9,87,MR_STONE=+44,M4_VULNERABLE_COLD,,
,,,cave lizard,S_LIZARD,7,12,4,0,0,G_GENO|2,"ATTK(AT_BITE,AD_PHYS,2,4)","ATTK(AT_KICK,AD_PHYS,1,10)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1200,400,MS_HISS,MZ_LARGE,MR_POISON,,M1_CLING|M1_NOHANDS|M1_ANIMAL|M1_THICK_HIDE|M1_OVIPAROUS|M1_CARNIVORE,M2_DRUID_FORM_B|M2_HOSTILE|M2_STRONG,M3_INFRAVISION,7,-,-,-,9,8,50,,,,
,,,salamander,S_LIZARD,8,12,-1,0,-9,G_HELL|1,"ATTK(AT_WEAP,AD_PHYS,2,8)","ATTK(AT_TUCH,AD_FIRE,1,6)","ATTK(AT_HUGS,AD_FIRE,3,6)","ATTK(AT_HUGS,AD_WRAP,2,6)",NO_ATTK,NO_ATTK,1500,400,MS_MUMBLE,MZ_MEDIUM,MR_FIRE|MR_SLEEP,MR_FIRE,M1_HUMANOID|M1_SLITHY|M1_THICK_HIDE|M1_POIS,M2_HOSTILE|M2_STALK|M2_COLLECT|M2_MAGIC,M3_INFRAVISIBLE,9,-,POISON=100|-,-,12,13,135,MR_FIRE=+16,M4_VULNERABLE_COLD,,
,,,frost salamander,S_LIZARD,10,12,-3,0,-3,G_NOHELL|1,"ATTK(AT_WEAP,AD_PHYS,2,8)","ATTK(AT_TUCH,AD_COLD,1,8)","ATTK(AT_HUGS,AD_COLD,3,6)","ATTK(AT_HUGS,AD_COLD,2,6)",NO_ATTK,NO_ATTK,1500,400,MS_MUMBLE,MZ_MEDIUM,MR_COLD|MR_SLEEP,MR_COLD,M1_SWIM|M1_HUMANOID|M1_SLITHY|M1_THICK_HIDE|M1_POIS,M2_HOSTILE|M2_STALK|M2_STRONG|M2_COLLECT|M2_MAGIC,M3_INFRAVISION,15,-,POISON=100|-,-,13,15,245,MR_COLD=+16,M4_VULNERABLE_FIRE,,
,,,large cave lizard,S_LIZARD,11,12,2,0,0,G_GENO|2,"ATTK(AT_BITE,AD_PHYS,3,6)","ATTK(AT_KICK,AD_PHYS,2,8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1600,600,MS_HISS,MZ_LARGE,MR_POISON,,M1_CLING|M1_NOHANDS|M1_ANIMAL|M1_THICK_HIDE|M1_OVIPAROUS|M1_CARNIVORE,M2_HOSTILE|M2_STRONG,M3_INFRAVISION,7,-,-,-,13,13,177,,,,
,,,giant crocodile,S_LIZARD,12,9,1,0,0,G_GENO|1,"ATTK(AT_BITE,AD_PHYS,4,4)","ATTK(AT_CLAW,AD_PHYS,3,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1600,800,MS_HISS,MZ_HUGE,,,M1_SWIM|M1_AMPHIBIOUS|M1_NOHANDS|M1_ANIMAL|M1_THICK_HIDE|M1_OVIPAROUS|M1_CARNIVORE,M2_DRUID_FORM_C|M2_HOSTILE|M2_STRONG,,3,-,-,-,15,14,201,,,,
,,,ent,S_WORM_TAIL,10,5,0,20,0,G_GENO|G_NOHELL|1,"ATTK(AT_CLAW,AD_PHYS,6,6)","ATTK(AT_CLAW,AD_CLOB,6,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,4500,2000,MS_HUMANOID,MZ_LARGE,MR_SLEEP|MR_POISON,,M1_THICK_HIDE,M2_DRUID_FORM_C|M2_MALE|M2_STRONG|M2_ROCKTHROW,M3_INFRAVISION,10,-,-,-,12,13,188,,M4_VULNERABLE_FIRE,,
,,,tree blight,S_WORM_TAIL,12,8,-1,25,-10,G_GENO|G_NOHELL|1,"ATTK(AT_CLAW,AD_PHYS,6,6)","ATTK(AT_HUGS,AD_PHYS,4,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,5000,2500,MS_SILENT,MZ_HUGE,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_NOTAKE|M1_NOEYES|M1_MINDLESS|M1_THICK_HIDE|M1_CARNIVORE,M2_NEUTER|M2_HOSTILE|M2_STRONG|M2_ROCKTHROW,M3_WAITFORU,0,-,-,-,14,15,238,,M4_VULNERABLE_FIRE,,
,,,elder ent,S_WORM_TAIL,14,5,-2,40,0,G_GENO|G_NOHELL|1,"ATTK(AT_CLAW,AD_PHYS,6,8)","ATTK(AT_CLAW,AD_CLOB,6,8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,6000,3000,MS_HUMANOID,MZ_HUGE,MR_SLEEP|MR_POISON,,M1_THICK_HIDE,M2_DRUID_FORM_D|M2_MERC|M2_MALE|M2_STRONG|M2_ROCKTHROW,M3_INFRAVISION,3,-,-,-,16,17,307,,M4_VULNERABLE_FIRE,,
,,,petrified ent,S_WORM_TAIL,16,4,-4,50,0,G_GENO|G_NOHELL|1,"ATTK(AT_CLAW,AD_PHYS,6,8)","ATTK(AT_CLAW,AD_CLOB,6,8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,7500,4000,MS_HUMANOID,MZ_HUGE,MR_SLEEP|MR_POISON|MR_STONE,,M1_THICK_HIDE,M2_MALE|M2_STRONG|M2_ROCKTHROW,M3_INFRAVISION,7,-,-,-,18,19,377,,,,
,,,gulthias tree,S_WORM_TAIL,20,10,-6,50,-15,G_NOGEN|0,"ATTK(AT_CLAW,AD_PHYS,6,8)","ATTK(AT_CLAW,AD_PHYS,6,8)","ATTK(AT_HUGS,AD_PHYS,6,6)",NO_ATTK,NO_ATTK,NO_ATTK,8000,5000,MS_SILENT,MZ_GIGANTIC,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_NOTAKE|M1_NOEYES|M1_MINDLESS|M1_THICK_HIDE|M1_CARNIVORE,M2_NOPOLY|M2_LORD|M2_NEUTER|M2_HOSTILE|M2_NASTY|M2_STRONG|M2_ROCKTHROW,M3_STATIONARY,5,-,-,-,23,24,680,,M4_VULNERABLE_FIRE,,
,,,creeping mound,S_MIMIC_DEF,6,9,0,0,0,G_GENO|G_NOHELL|1,"ATTK(AT_CLAW,AD_PHYS,2,4)","ATTK(AT_ENGL,AD_WRAP,2,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,800,500,MS_SILENT,MZ_LARGE,MR_FIRE|MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_NOTAKE|M1_NOEYES|M1_NOHEAD|M1_MINDLESS|M1_CARNIVORE|M1_HERBIVORE,M2_NEUTER|M2_HOSTILE|M2_WANDER|M2_STRONG,,11,-,-,-,7,8,53,,M4_VULNERABLE_ACID,,
,,,twig blight,S_MIMIC_DEF,6,10,3,15,-10,G_NOCORPSE|G_GENO|G_SGROUP|G_NOHELL|1,"ATTK(AT_CLAW,AD_PHYS,2,4)","ATTK(AT_CLAW,AD_PHYS,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1200,600,MS_SILENT,MZ_MEDIUM,MR_COLD|MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_NOTAKE|M1_NOEYES|M1_MINDLESS|M1_THICK_HIDE|M1_CARNIVORE,M2_NEUTER|M2_HOSTILE|M2_STRONG,M3_WAITFORU,1,-,-,-,7,8,37,,M4_VULNERABLE_FIRE,,
,,,needle blight,S_MIMIC_DEF,8,10,4,15,-10,G_NOCORPSE|G_GENO|G_NOHELL|1,"ATTK(AT_CLAW,AD_PHYS,1,8)","ATTK(AT_SPIT,AD_DRCO,1,4)","ATTK(AT_SPIT,AD_DRCO,1,4)","ATTK(AT_SPIT,AD_DRCO,1,4)",NO_ATTK,NO_ATTK,800,400,MS_SILENT,MZ_MEDIUM,MR_SLEEP|MR_POISON,,M1_BREATHLESS|M1_NOTAKE|M1_NOEYES|M1_MINDLESS|M1_CARNIVORE,M2_NEUTER|M2_HOSTILE|M2_STRONG,,9,-,-,-,10,13,98,,M4_VULNERABLE_FIRE,,
,,,assassin vine,S_MIMIC_DEF,10,10,4,0,0,G_NOCORPSE|G_GENO|G_NOHELL|1,"ATTK(AT_TUCH,AD_PHYS,1,4)","ATTK(AT_HUGS,AD_WRAP,3,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,100,200,MS_SILENT,MZ_SMALL,MR_SLEEP|MR_ELEC|MR_POISON,,M1_BREATHLESS|M1_NOTAKE|M1_NOEYES|M1_NOHANDS|M1_NOLIMBS|M1_NOHEAD|M1_MINDLESS,M2_NOPOLY|M2_NEUTER|M2_HOSTILE|M2_STRONG,M3_STATIONARY,10,-,-,-,12,12,167,,,,
,,,archeologist,S_HUMAN,10,12,10,1,3,1,"ATTK(AT_WEAP,AD_PHYS,1,6)","ATTK(AT_WEAP,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_HUMANOID,MZ_MEDIUM,,,M1_TUNNEL|M1_NEEDPICK|M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_STRONG|M2_COLLECT,M3_INFRAVISIBLE,11,-,HUMAN=100|-,-,12,12,161,,,MH_HUMAN,
,,,barbarian,S_HUMAN,10,12,10,1,-3,1,"ATTK(AT_WEAP,AD_PHYS,1,6)","ATTK(AT_WEAP,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_HUMANOID,MZ_MEDIUM,MR_POISON,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_STRONG|M2_COLLECT,M3_INFRAVISIBLE,11,-,HUMAN=100|-,-,12,12,161,,,MH_HUMAN,
,,,caveman,S_HUMAN,10,12,10,0,1,1,"ATTK(AT_WEAP,AD_PHYS,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_HUMANOID,MZ_MEDIUM,,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_MALE|M2_STRONG|M2_COLLECT,M3_INFRAVISIBLE,11,-,HUMAN=100|-,-,12,12,156,,,MH_HUMAN,
,,,cavewoman,S_HUMAN,10,12,10,0,1,1,"ATTK(AT_WEAP,AD_PHYS,2,4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_HUMANOID,MZ_MEDIUM,,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_FEMALE|M2_STRONG|M2_COLLECT,M3_INFRAVISIBLE,11,-,HUMAN=100|-,-,12,12,156,,,MH_HUMAN,
,,,convict,S_HUMAN,10,12,10,1,-3,1,"ATTK(AT_WEAP,AD_PHYS,1,6)","ATTK(AT_WEAP,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_HUMANOID,MZ_MEDIUM,,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_STRONG|M2_COLLECT,M3_INFRAVISIBLE,11,-,HUMAN=100|-,-,12,12,161,,,MH_HUMAN,
,,,druid,S_HUMAN,10,12,10,1,0,1,"ATTK(AT_WEAP,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_HUMANOID,MZ_MEDIUM,,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_STRONG|M2_COLLECT,M3_INFRAVISIBLE,11,-,HUMAN=100|-,-,12,12,156,,,MH_HUMAN,
,,,healer,S_HUMAN,10,12,10,1,0,1,"ATTK(AT_WEAP,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_HUMANOID,MZ_MEDIUM,,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_STRONG|M2_COLLECT,M3_INFRAVISIBLE,11,-,HUMAN=100|-,-,12,12,156,,,MH_HUMAN,
,,,infidel,S_HUMAN,10,12,10,2,-128,1,"ATTK(AT_WEAP,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_HUMANOID,MZ_MEDIUM,,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_STRONG|M2_COLLECT,M3_INFRAVISIBLE,11,-,HUMAN=100|-,-,12,12,156,,,MH_HUMAN,
,,,knight,S_HUMAN,10,12,10,1,3,1,"ATTK(AT_WEAP,AD_PHYS,1,6)","ATTK(AT_WEAP,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_HUMANOID,MZ_MEDIUM,,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_STRONG|M2_COLLECT,M3_INFRAVISIBLE,11,-,HUMAN=100|-,-,12,12,161,,,MH_HUMAN,
,,,monk,S_HUMAN,10,12,10,2,0,1,"ATTK(AT_WEAP,AD_PHYS,1,8)","ATTK(AT_KICK,AD_PHYS,1,8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_HUMANOID,MZ_MEDIUM,,,M1_HUMANOID|M1_HERBIVORE,M2_NOPOLY|M2_STRONG|M2_COLLECT,M3_INFRAVISIBLE,11,-,HUMAN=100|-,-,12,12,156,,,MH_HUMAN,
,,,priest,S_HUMAN,10,12,10,2,0,1,"ATTK(AT_WEAP,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_HUMANOID,MZ_MEDIUM,,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_MALE|M2_STRONG|M2_COLLECT,M3_INFRAVISIBLE,11,-,HUMAN=100|-,-,12,12,156,,,MH_HUMAN,
,,,priestess,S_HUMAN,10,12,10,2,0,1,"ATTK(AT_WEAP,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_HUMANOID,MZ_MEDIUM,,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_FEMALE|M2_STRONG|M2_COLLECT,M3_INFRAVISIBLE,11,-,HUMAN=100|-,-,12,12,156,,,MH_HUMAN,
,,,ranger,S_HUMAN,10,12,10,2,-3,1,"ATTK(AT_WEAP,AD_PHYS,1,6)","ATTK(AT_WEAP,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_HUMANOID,MZ_MEDIUM,,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_STRONG|M2_COLLECT,M3_INFRAVISIBLE,11,-,HUMAN=100|-,-,12,12,161,,,MH_HUMAN,
,,,rogue,S_HUMAN,10,12,10,1,-3,1,"ATTK(AT_WEAP,AD_PHYS,1,6)","ATTK(AT_WEAP,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_HUMANOID,MZ_MEDIUM,,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_STRONG|M2_GREEDY|M2_JEWELS|M2_COLLECT,M3_INFRAVISIBLE,11,-,HUMAN=100|-,-,12,12,161,,,MH_HUMAN,
,,,samurai,S_HUMAN,10,12,10,1,3,1,"ATTK(AT_WEAP,AD_PHYS,1,8)","ATTK(AT_WEAP,AD_PHYS,1,8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_HUMANOID,MZ_MEDIUM,,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_STRONG|M2_COLLECT,M3_INFRAVISIBLE,11,-,HUMAN=100|-,-,12,12,161,,,MH_HUMAN,
,,,tourist,S_HUMAN,10,12,10,1,0,1,"ATTK(AT_WEAP,AD_PHYS,1,6)","ATTK(AT_WEAP,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_HUMANOID,MZ_MEDIUM,,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_STRONG|M2_COLLECT,M3_INFRAVISIBLE,11,-,HUMAN=100|-,-,12,12,161,,,MH_HUMAN,
,,,valkyrie,S_HUMAN,10,12,10,1,1,1,"ATTK(AT_WEAP,AD_PHYS,1,8)","ATTK(AT_WEAP,AD_PHYS,1,8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_HUMANOID,MZ_MEDIUM,MR_COLD,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_FEMALE|M2_STRONG|M2_COLLECT,M3_INFRAVISIBLE,11,-,HUMAN=100|-,-,12,12,161,,,MH_HUMAN,
,,,wizard,S_HUMAN,10,12,10,3,0,1,"ATTK(AT_WEAP,AD_PHYS,1,6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_HUMANOID,MZ_MEDIUM,,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_STRONG|M2_COLLECT|M2_MAGIC,M3_INFRAVISIBLE,11,-,HUMAN=100|-,-,12,12,156,,,MH_HUMAN,
,,,long worm tail,S_STATUE,0,0,0,0,0,G_NOCORPSE|G_NOGEN|G_UNIQ|0,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,0,0,MS_SILENT,MZ_TINY,,,,M2_NOPOLY,,3,-,-,-,1,1,8,,,,
,,,Lord Carnarvon,S_HUMAN,20,15,0,90,20,G_NOGEN|G_UNIQ|0,"ATTK(AT_WEAP,AD_PHYS,4,10)","ATTK(AT_MAGC,AD_SPEL,4,8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_LEADER,MZ_MEDIUM,MR_SLEEP|MR_POISON|MR_STONE,,M1_TUNNEL|M1_NEEDPICK|M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_MALE|M2_PNAME|M2_PEACEFUL|M2_STRONG|M2_COLLECT|M2_MAGIC,M3_CLOSE|M3_INFRAVISIBLE,5,-,HUMAN=100|-,-,22,24,536,,,MH_HUMAN,
,,,Pelias,S_HUMAN,20,15,0,90,0,G_NOGEN|G_UNIQ|0,"ATTK(AT_WEAP,AD_PHYS,4,10)","ATTK(AT_WEAP,AD_PHYS,4,10)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_LEADER,MZ_MEDIUM,MR_SLEEP|MR_POISON|MR_STONE,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_MALE|M2_PNAME|M2_PEACEFUL|M2_STRONG|M2_COLLECT|M2_MAGIC,M3_CLOSE|M3_INFRAVISIBLE,5,-,HUMAN=100|-,-,22,24,511,,,MH_HUMAN,
,,,Shaman Karnov,S_HUMAN,20,15,0,90,20,G_NOGEN|G_UNIQ|0,"ATTK(AT_WEAP,AD_PHYS,4,10)","ATTK(AT_MAGC,AD_CLRC,2,8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_LEADER,MZ_MEDIUM,MR_SLEEP|MR_POISON|MR_STONE,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_MALE|M2_PNAME|M2_PEACEFUL|M2_STRONG|M2_COLLECT|M2_MAGIC,M3_CLOSE|M3_INFRAVISIBLE,5,-,HUMAN=100|-,-,22,24,516,,,MH_HUMAN,
,,,Robert the Lifer,S_HUMAN,20,15,0,90,-20,G_NOGEN|G_UNIQ|0,"ATTK(AT_WEAP,AD_PHYS,4,10)","ATTK(AT_WEAP,AD_PHYS,4,10)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_LEADER,MZ_MEDIUM,MR_SLEEP|MR_POISON|MR_STONE,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_MALE|M2_PNAME|M2_PEACEFUL|M2_STRONG|M2_COLLECT|M2_MAGIC,M3_CLOSE|M3_INFRAVISIBLE,15,-,HUMAN=100|-,-,23,24,511,,,MH_HUMAN,
,,,Elanee,S_HUMAN,25,15,0,90,0,G_NOGEN|G_UNIQ|0,"ATTK(AT_WEAP,AD_PHYS,4,10)","ATTK(AT_KICK,AD_PHYS,2,8)","ATTK(AT_MAGC,AD_CLRC,2,8)","ATTK(AT_MAGC,AD_CLRC,2,8)",NO_ATTK,NO_ATTK,800,350,MS_LEADER,MZ_MEDIUM,MR_FIRE|MR_SLEEP|MR_ELEC|MR_POISON|MR_STONE,,M1_HUMANOID|M1_SEE_INVIS|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_FEMALE|M2_PNAME|M2_PEACEFUL|M2_STRONG|M2_COLLECT|M2_MAGIC,M3_CLOSE|M3_INFRAVISIBLE,10,-,ELF=100|-,-,30,31,786,,,MH_ELF,
,,,Hippocrates,S_HUMAN,20,15,0,90,0,G_NOGEN|G_UNIQ|0,"ATTK(AT_WEAP,AD_PHYS,4,10)","ATTK(AT_MAGC,AD_CLRC,2,8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_LEADER,MZ_MEDIUM,MR_SLEEP|MR_POISON|MR_STONE,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_MALE|M2_PNAME|M2_PEACEFUL|M2_STRONG|M2_COLLECT|M2_MAGIC,M3_CLOSE|M3_INFRAVISIBLE,5,-,HUMAN=100|-,-,22,24,516,,,MH_HUMAN,
,,,Archbishop of Moloch,S_HUMAN,20,15,0,90,-128,G_NOGEN|G_UNIQ|0,"ATTK(AT_WEAP,AD_PHYS,4,10)","ATTK(AT_MAGC,AD_CLRC,2,8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_LEADER,MZ_MEDIUM,MR_FIRE|MR_SLEEP|MR_ELEC|MR_POISON|MR_STONE,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_PEACEFUL|M2_STRONG|M2_COLLECT|M2_MAGIC,M3_CLOSE|M3_INFRAVISIBLE,1,-,HUMAN=100|-,-,23,24,516,,,MH_HUMAN,
,,,King Arthur,S_HUMAN,20,15,0,90,20,G_NOGEN|G_UNIQ|0,"ATTK(AT_WEAP,AD_PHYS,4,10)","ATTK(AT_WEAP,AD_PHYS,4,10)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,1450,400,MS_LEADER,MZ_MEDIUM,MR_SLEEP|MR_POISON|MR_STONE,,M1_HUMANOID|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_MALE|M2_PNAME|M2_PEACEFUL|M2_STRONG|M2_COLLECT|M2_MAGIC,M3_CLOSE|M3_INFRAVISIBLE,5,-,HUMAN=100|-,-,23,24,511,,,MH_HUMAN,
,,,Master Po,S_HUMAN,25,15,0,90,0,G_NOGEN|G_UNIQ|0,"ATTK(AT_CLAW,AD_PHYS,4,10)","ATTK(AT_KICK,AD_CLOB,2,8)","ATTK(AT_MAGC,AD_CLRC,2,8)","ATTK(AT_MAGC,AD_CLRC,2,8)",NO_ATTK,NO_ATTK,1450,400,MS_LEADER,MZ_MEDIUM,MR_FIRE|MR_SLEEP|MR_ELEC|MR_POISON|MR_STONE,,M1_HUMANOID|M1_SEE_INVIS|M1_HERBIVORE,M2_NOPOLY|M2_MALE|M2_PNAME|M2_PEACEFUL|M2_NASTY|M2_STRONG|M2_MAGIC,M3_CLOSE|M3_INFRAVISIBLE,0,-,HUMAN=100|-,-,30,31,981,,,MH_HUMAN,
,,,Arch Priest,S_HUMAN,25,15,0,90,0,G_NOGEN|G_UNIQ|0,"ATTK(AT_WEAP,AD_PHYS,4,10)","ATTK(AT_KICK,AD_PHYS,2,8)","ATTK(AT_MAGC,AD_CLRC,2,8)","ATTK(AT_MAGC,AD_CLRC,2,8)",NO_ATTK,NO_ATTK,1450,400,MS_LEADER,MZ_MEDIUM,MR_FIRE|MR_SLEEP|MR_ELEC|MR_POISON|MR_STONE,,M1_HUMANOID|M1_SEE_INVIS|M1_CARNIVORE|M1_HERBIVORE,M2_NOPOLY|M2_MALE|M2_PEACEFUL|M2_STRONG|M2_COLLECT|M2_MAGIC,M3_CLOSE|M3_INFRAVISIBLE,15,-,HUMAN=100|-,-,30,31,786,,,MH_HUMAN,
